timestamp,open,high,low,close,volume,trade_count,vwap
2023-01-01 00:00:00+00:00,16526.26,16527.58,16522.4,16526.71,0.501588
2023-01-01 00:01:00+00:00,16526.81,16526.82,16522.53,16522.53,0.310298
2023-01-01 00:02:00+00:00,16521.43,16524.45,16518.27,16519.6,1.431526
2023-01-01 00:03:00+00:00,16520.08,16520.08,16513.8,16517.78,2.233005
2023-01-01 00:04:00+00:00,16517.74,16517.74,16510.37,16514.59,5.893288
2023-01-01 00:05:00+00:00,16515.61,16517.39,16514.02,16517.39,1.010032
2023-01-01 00:06:00+00:00,16518.86,16518.87,16514.01,16514.4,0.833766
2023-01-01 00:07:00+00:00,16517.69,16517.69,16512.6,16512.6,0.48712
2023-01-01 00:08:00+00:00,16512.43,16512.67,16508.4,16508.42,1.394125
2023-01-01 00:09:00+00:00,16509.42,16509.42,16504.92,16506.0,4.777472
2023-01-01 00:10:00+00:00,16506.0,16510.77,16503.83,16505.69,2.688101
2023-01-01 00:11:00+00:00,16505.0,16507.19,16505.0,16507.19,0.211291
2023-01-01 00:12:00+00:00,16507.19,16507.19,16503.0,16503.0,3.662448
2023-01-01 00:13:00+00:00,16503.01,16505.0,16502.06,16505.0,4.388396
2023-01-01 00:14:00+00:00,16505.0,16505.23,16500.87,16503.29,4.415096
2023-01-01 00:15:00+00:00,16502.97,16506.19,16502.19,16502.19,0.956068
2023-01-01 00:16:00+00:00,16501.8,16504.0,16500.0,16500.08,1.060068
2023-01-01 00:17:00+00:00,16500.36,16503.89,16500.36,16503.89,0.310144
2023-01-01 00:18:00+00:00,16504.71,16511.0,16504.71,16509.94,4.834859
2023-01-01 00:19:00+00:00,16510.99,16515.9,16508.67,16515.0,4.738629
2023-01-01 00:20:00+00:00,16514.01,16516.0,16514.0,16516.0,0.359917
2023-01-01 00:21:00+00:00,16516.0,16518.08,16515.82,16515.82,0.215678
2023-01-01 00:22:00+00:00,16515.67,16518.7,16512.58,16513.05,6.046808
2023-01-01 00:23:00+00:00,16514.09,16518.21,16514.09,16515.87,0.536753
2023-01-01 00:24:00+00:00,16516.13,16518.23,16513.04,16517.17,0.906235
2023-01-01 00:25:00+00:00,16514.74,16520.84,16514.74,16519.18,3.411902
2023-01-01 00:26:00+00:00,16519.2,16522.81,16519.18,16522.72,7.206466
2023-01-01 00:27:00+00:00,16522.65,16523.33,16522.26,16522.99,4.326975
2023-01-01 00:28:00+00:00,16521.98,16523.83,16520.29,16521.07,3.471856
2023-01-01 00:29:00+00:00,16521.09,16523.9,16521.09,16521.44,0.235796
2023-01-01 00:30:00+00:00,16521.59,16523.84,16515.09,16515.1,3.435922
2023-01-01 00:31:00+00:00,16515.12,16518.07,16514.0,16514.0,7.465702
2023-01-01 00:32:00+00:00,16513.76,16516.89,16508.3,16508.3,8.944691
2023-01-01 00:33:00+00:00,16508.62,16512.6,16508.04,16511.32,3.247626
2023-01-01 00:34:00+00:00,16510.03,16511.17,16502.78,16508.94,3.705498
2023-01-01 00:35:00+00:00,16507.18,16512.52,16505.12,16510.07,2.811463
2023-01-01 00:36:00+00:00,16508.07,16510.07,16502.78,16507.57,3.432783
2023-01-01 00:37:00+00:00,16504.57,16507.47,16498.49,16505.81,5.753089
2023-01-01 00:38:00+00:00,16502.61,16511.42,16502.58,16510.02,4.401373
2023-01-01 00:39:00+00:00,16510.0,16514.57,16505.75,16513.03,2.993475
2023-01-01 00:40:00+00:00,16513.0,16514.59,16510.03,16514.22,2.112184
2023-01-01 00:41:00+00:00,16511.22,16511.22,16504.57,16504.57,2.51114
2023-01-01 00:42:00+00:00,16507.76,16507.76,16504.07,16507.53,0.066097
2023-01-01 00:43:00+00:00,16507.54,16507.54,16506.04,16506.04,0.0571
2023-01-01 00:44:00+00:00,16507.51,16511.77,16501.91,16507.19,3.626811
2023-01-01 00:45:00+00:00,16503.65,16510.83,16503.65,16507.01,0.941606
2023-01-01 00:46:00+00:00,16507.01,16515.67,16507.0,16513.74,2.341537
2023-01-01 00:47:00+00:00,16513.57,16518.81,16512.08,16516.82,2.213025
2023-01-01 00:48:00+00:00,16517.32,16520.29,16517.32,16520.12,0.336852
2023-01-01 00:49:00+00:00,16520.12,16521.98,16516.4,16518.5,1.475365
2023-01-01 00:50:00+00:00,16517.01,16519.0,16515.39,16515.39,0.494393
2023-01-01 00:51:00+00:00,16515.39,16518.8,16515.06,16518.79,0.485241
2023-01-01 00:52:00+00:00,16518.78,16518.79,16516.35,16516.35,0.234863
2023-01-01 00:53:00+00:00,16518.92,16519.52,16517.03,16517.53,0.168542
2023-01-01 00:54:00+00:00,16518.79,16521.38,16518.68,16521.38,1.539878
2023-01-01 00:55:00+00:00,16519.39,16519.52,16519.25,16519.52,0.29
2023-01-01 00:56:00+00:00,16519.74,16522.0,16518.68,16519.05,2.190335
2023-01-01 00:57:00+00:00,16519.67,16522.92,16518.68,16521.6,2.455205
2023-01-01 00:58:00+00:00,16519.6,16521.49,16516.79,16517.78,1.074111
2023-01-01 00:59:00+00:00,16517.78,16517.78,16516.48,16516.48,0.039476
2023-01-01 01:00:00+00:00,16516.08,16517.21,16513.23,16515.76,1.751403
2023-01-01 01:01:00+00:00,16515.78,16519.74,16515.77,16519.74,2.568885
2023-01-01 01:02:00+00:00,16519.11,16522.48,16519.04,16522.48,0.991793
2023-01-01 01:03:00+00:00,16522.48,16523.12,16519.88,16521.65,3.163918
2023-01-01 01:04:00+00:00,16522.39,16522.39,16516.01,16520.09,0.74843
2023-01-01 01:05:00+00:00,16520.04,16520.04,16517.42,16519.38,0.031032
2023-01-01 01:06:00+00:00,16519.89,16521.25,16519.04,16521.25,0.742332
2023-01-01 01:07:00+00:00,16521.25,16522.54,16520.09,16522.43,0.33672
2023-01-01 01:08:00+00:00,16522.51,16523.18,16520.15,16523.13,0.921275
2023-01-01 01:09:00+00:00,16521.09,16526.0,16520.4,16523.43,4.755741
2023-01-01 01:10:00+00:00,16525.82,16526.0,16524.12,16525.77,0.399337
2023-01-01 01:11:00+00:00,16524.06,16525.94,16523.87,16525.74,2.498145
2023-01-01 01:12:00+00:00,16525.99,16525.99,16521.32,16523.76,0.393778
2023-01-01 01:13:00+00:00,16524.33,16526.0,16524.02,16525.99,0.328984
2023-01-01 01:14:00+00:00,16526.0,16526.5,16521.13,16523.84,3.378576
2023-01-01 01:15:00+00:00,16523.84,16524.98,16520.9,16524.79,0.575595
2023-01-01 01:16:00+00:00,16521.91,16521.91,16518.68,16521.57,0.267305
2023-01-01 01:17:00+00:00,16520.07,16520.99,16518.37,16519.13,0.202696
2023-01-01 01:18:00+00:00,16520.89,16522.07,16519.46,16522.07,0.068315
2023-01-01 01:19:00+00:00,16520.4,16520.4,16520.4,16520.4,0.006049
2023-01-01 01:20:00+00:00,16522.07,16522.07,16521.07,16521.07,0.02324
2023-01-01 01:21:00+00:00,16520.42,16521.14,16518.46,16521.14,0.235723
2023-01-01 01:22:00+00:00,16520.93,16520.93,16518.64,16520.77,0.079666
2023-01-01 01:23:00+00:00,16518.78,16518.87,16515.82,16517.97,0.164417
2023-01-01 01:24:00+00:00,16517.82,16521.79,16517.82,16521.75,2.053742
2023-01-01 01:25:00+00:00,16519.83,16520.16,16519.28,16520.16,0.066545
2023-01-01 01:26:00+00:00,16518.66,16521.6,16518.28,16521.6,0.18409
2023-01-01 01:27:00+00:00,16519.48,16519.48,16518.28,16518.28,0.13307
2023-01-01 01:28:00+00:00,16518.03,16519.75,16517.97,16517.97,0.089544
2023-01-01 01:29:00+00:00,16519.74,16520.0,16518.5,16520.0,0.93657
2023-01-01 01:30:00+00:00,16519.9,16519.9,16517.97,16517.97,0.069831
2023-01-01 01:31:00+00:00,16517.25,16517.25,16517.25,16517.25,0.070365
2023-01-01 01:32:00+00:00,16517.25,16519.4,16517.24,16517.25,0.975004
2023-01-01 01:33:00+00:00,16519.25,16519.25,16517.25,16517.25,1.127105
2023-01-01 01:34:00+00:00,16517.97,16517.97,16515.54,16515.54,0.114019
2023-01-01 01:35:00+00:00,16517.11,16518.8,16514.09,16518.8,0.468974
2023-01-01 01:36:00+00:00,16519.3,16521.75,16518.75,16518.75,4.095189
2023-01-01 01:37:00+00:00,16517.8,16518.75,16517.73,16518.5,1.040028
2023-01-01 01:38:00+00:00,16519.83,16520.25,16518.17,16518.17,0.206904
2023-01-01 01:39:00+00:00,16519.5,16519.78,16519.5,16519.78,0.483
2023-01-01 01:40:00+00:00,16517.78,16523.22,16517.78,16520.22,0.362608
2023-01-01 01:41:00+00:00,16520.3,16524.01,16520.27,16524.01,0.290717
2023-01-01 01:42:00+00:00,16523.07,16524.25,16521.69,16522.04,0.261534
2023-01-01 01:43:00+00:00,16521.69,16524.44,16518.85,16521.55,1.28188
2023-01-01 01:44:00+00:00,16523.1,16523.1,16519.34,16519.34,0.321811
2023-01-01 01:45:00+00:00,16519.35,16522.53,16518.06,16522.53,0.289361
2023-01-01 01:46:00+00:00,16520.01,16523.03,16519.93,16523.02,0.149301
2023-01-01 01:47:00+00:00,16523.03,16524.29,16521.6,16524.29,0.183524
2023-01-01 01:48:00+00:00,16522.41,16523.54,16521.0,16521.0,0.117625
2023-01-01 01:49:00+00:00,16521.73,16527.56,16521.73,16527.13,1.340301
2023-01-01 01:50:00+00:00,16525.47,16527.19,16525.02,16526.02,0.332575
2023-01-01 01:51:00+00:00,16527.19,16528.55,16524.26,16524.26,0.996597
2023-01-01 01:52:00+00:00,16523.68,16524.91,16521.1,16522.97,0.442745
2023-01-01 01:53:00+00:00,16523.12,16533.44,16515.9,16524.98,12.871396
2023-01-01 01:54:00+00:00,16525.78,16526.56,16524.36,16526.56,0.402542
2023-01-01 01:55:00+00:00,16526.45,16528.57,16525.47,16528.11,3.645795
2023-01-01 01:56:00+00:00,16528.11,16534.66,16528.09,16534.66,2.159705
2023-01-01 01:57:00+00:00,16534.59,16536.86,16532.32,16536.74,4.563515
2023-01-01 01:58:00+00:00,16536.79,16538.37,16533.2,16536.72,4.024519
2023-01-01 01:59:00+00:00,16537.57,16537.58,16533.18,16537.18,1.918813
2023-01-01 02:00:00+00:00,16537.18,16537.18,16527.35,16530.73,3.679832
2023-01-01 02:01:00+00:00,16530.73,16533.1,16526.13,16533.1,1.51301
2023-01-01 02:02:00+00:00,16533.75,16534.92,16530.21,16530.21,0.417482
2023-01-01 02:03:00+00:00,16531.99,16531.99,16526.84,16530.41,0.915899
2023-01-01 02:04:00+00:00,16526.96,16532.28,16518.612478,16526.79,0.158607314
2023-01-01 02:05:00+00:00,16526.69,16529.85,16526.32,16526.96,0.102983
2023-01-01 02:06:00+00:00,16528.61,16529.77,16528.61,16529.54,0.280115
2023-01-01 02:07:00+00:00,16527.55,16529.49,16527.43,16529.19,1.463709
2023-01-01 02:08:00+00:00,16529.22,16530.0,16527.88,16527.88,0.167294
