Username,Robot Name,Profit,Timestamp
juliaxy0,robot1,166083.348,2024-01-09 14:25:07.417
juliaxy0,robot12,0.0,2024-01-09 14:25:07.417
juliaxy0,robot1,166083.348,2024-01-09 14:25:09.679
juliaxy0,robot12,0.0,2024-01-09 14:25:09.679
juliaxy0,robot1,166083.348,2024-01-09 14:25:11.909
juliaxy0,robot12,0.0,2024-01-09 14:25:11.909
juliaxy0,robot1,166083.348,2024-01-09 14:25:14.337
juliaxy0,robot12,0.0,2024-01-09 14:25:14.337
juliaxy0,robot1,166083.348,2024-01-09 14:25:16.624
juliaxy0,robot12,0.0,2024-01-09 14:25:16.624
juliaxy0,robot1,166083.348,2024-01-09 14:25:19.182
juliaxy0,robot12,0.0,2024-01-09 14:25:19.182
juliaxy0,robot1,166083.348,2024-01-09 14:25:22.139
juliaxy0,robot12,0.0,2024-01-09 14:25:22.139
juliaxy0,robot1,166083.348,2024-01-09 14:25:24.553
juliaxy0,robot12,0.0,2024-01-09 14:25:24.553
juliaxy0,robot1,166083.348,2024-01-09 14:25:26.819
juliaxy0,robot12,0.0,2024-01-09 14:25:26.819
juliaxy0,robot1,166083.348,2024-01-09 14:25:30.069
juliaxy0,robot12,0.0,2024-01-09 14:25:30.069
juliaxy0,robot1,165652.884,2024-01-09 14:25:32.375
juliaxy0,robot12,0.0,2024-01-09 14:25:32.375
juliaxy0,robot1,165652.884,2024-01-09 14:25:34.624
juliaxy0,robot12,0.0,2024-01-09 14:25:34.624
juliaxy0,robot1,165652.884,2024-01-09 14:25:36.898
juliaxy0,robot12,0.0,2024-01-09 14:25:36.898
juliaxy0,robot1,165652.884,2024-01-09 14:25:39.163
juliaxy0,robot12,0.0,2024-01-09 14:25:39.163
juliaxy0,robot1,165652.884,2024-01-09 14:25:41.554
juliaxy0,robot12,0.0,2024-01-09 14:25:41.554
juliaxy0,robot1,165652.884,2024-01-09 14:25:43.939
juliaxy0,robot12,0.0,2024-01-09 14:25:43.939
juliaxy0,robot1,165652.884,2024-01-09 14:25:46.236
juliaxy0,robot12,0.0,2024-01-09 14:25:46.236
juliaxy0,robot1,165652.884,2024-01-09 14:25:48.573
juliaxy0,robot12,0.0,2024-01-09 14:25:48.573
juliaxy0,robot1,165652.884,2024-01-09 14:25:50.830
juliaxy0,robot12,0.0,2024-01-09 14:25:50.830
juliaxy0,robot1,165652.884,2024-01-09 14:25:53.159
juliaxy0,robot12,0.0,2024-01-09 14:25:53.159
juliaxy0,robot1,165652.884,2024-01-09 14:25:55.472
juliaxy0,robot12,0.0,2024-01-09 14:25:55.472
juliaxy0,robot1,165652.884,2024-01-09 14:25:57.754
juliaxy0,robot12,0.0,2024-01-09 14:25:57.754
juliaxy0,robot1,165652.884,2024-01-09 14:26:00.277
juliaxy0,robot12,0.0,2024-01-09 14:26:00.277
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:03.869
juliaxy0,robot12,0.0,2024-01-09 14:26:03.869
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:06.418
juliaxy0,robot12,0.0,2024-01-09 14:26:06.418
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:10.066
juliaxy0,robot12,0.0,2024-01-09 14:26:10.066
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:12.754
juliaxy0,robot12,0.0,2024-01-09 14:26:12.754
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:15.586
juliaxy0,robot12,0.0,2024-01-09 14:26:15.586
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:18.786
juliaxy0,robot12,0.0,2024-01-09 14:26:18.786
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:21.370
juliaxy0,robot12,0.0,2024-01-09 14:26:21.370
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:23.762
juliaxy0,robot12,0.0,2024-01-09 14:26:23.762
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:27.014
juliaxy0,robot12,0.0,2024-01-09 14:26:27.014
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:29.387
juliaxy0,robot12,0.0,2024-01-09 14:26:29.387
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:31.755
juliaxy0,robot12,0.0,2024-01-09 14:26:31.755
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:34.090
juliaxy0,robot12,0.0,2024-01-09 14:26:34.090
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:37.100
juliaxy0,robot12,0.0,2024-01-09 14:26:37.100
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:40.364
juliaxy0,robot12,0.0,2024-01-09 14:26:40.364
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:43.915
juliaxy0,robot12,0.0,2024-01-09 14:26:43.915
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:46.374
juliaxy0,robot12,0.0,2024-01-09 14:26:46.374
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:48.701
juliaxy0,robot12,0.0,2024-01-09 14:26:48.701
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:50.947
juliaxy0,robot12,0.0,2024-01-09 14:26:50.947
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:53.221
juliaxy0,robot12,0.0,2024-01-09 14:26:53.221
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:55.500
juliaxy0,robot12,0.0,2024-01-09 14:26:55.500
juliaxy0,robot1,167056.72199999998,2024-01-09 14:26:57.769
juliaxy0,robot12,0.0,2024-01-09 14:26:57.769
juliaxy0,robot1,167056.72199999998,2024-01-09 14:27:00.127
juliaxy0,robot12,0.0,2024-01-09 14:27:00.127
juliaxy0,robot1,167056.72199999998,2024-01-09 14:27:02.431
juliaxy0,robot12,0.0,2024-01-09 14:27:02.431
juliaxy0,robot1,168460.56,2024-01-09 14:27:07.068
juliaxy0,robot12,0.0,2024-01-09 14:27:07.068
juliaxy0,robot1,168460.56,2024-01-09 14:27:14.342
juliaxy0,robot12,0.0,2024-01-09 14:27:14.342
juliaxy0,robot1,168460.56,2024-01-09 14:27:17.963
juliaxy0,robot12,0.0,2024-01-09 14:27:17.963
juliaxy0,robot1,168460.56,2024-01-09 14:27:21.885
juliaxy0,robot12,0.0,2024-01-09 14:27:21.885
juliaxy0,robot1,168460.56,2024-01-09 14:27:25.092
juliaxy0,robot12,0.0,2024-01-09 14:27:25.092
juliaxy0,robot1,168460.56,2024-01-09 14:27:31.078
juliaxy0,robot12,0.0,2024-01-09 14:27:31.078
juliaxy0,robot1,168460.56,2024-01-09 14:27:34.221
juliaxy0,robot12,0.0,2024-01-09 14:27:34.221
