timestamp,open,high,low,close,volume,trade_count,vwap
2024-01-09 07:45:00+00:00,14.02755,14.02755,14.02755,14.02755,0.0,0.0,0.0
2024-01-09 07:47:00+00:00,14.03655,14.04055,14.03655,14.04055,0.0,0.0,0.0
2024-01-09 07:48:00+00:00,14.0485,14.0485,14.0485,14.0485,0.0,0.0,0.0
2024-01-09 07:50:00+00:00,14.04285,14.05,14.04285,14.05,0.0,0.0,0.0
2024-01-09 07:51:00+00:00,14.049,14.049,14.049,14.049,0.0,0.0,0.0
2024-01-09 07:56:00+00:00,14.0515,14.0515,14.0515,14.0515,0.0,0.0,0.0
2024-01-09 07:58:00+00:00,14.061,14.061,14.061,14.061,0.0,0.0,0.0
2024-01-09 07:59:00+00:00,14.0545,14.0545,14.0545,14.0545,0.0,0.0,0.0
2024-01-09 08:00:00+00:00,14.054,14.054,14.05025,14.05025,0.0,0.0,0.0
2024-01-09 08:01:00+00:00,14.0607,14.0639,14.0607,14.0639,0.0,0.0,0.0
2024-01-09 08:03:00+00:00,14.075,14.075,14.075,14.075,0.0,0.0,0.0
2024-01-09 08:04:00+00:00,14.0815,14.0815,14.0815,14.0815,0.0,0.0,0.0
2024-01-09 08:05:00+00:00,14.0687,14.0687,14.0259,14.0259,0.0,0.0,0.0
2024-01-09 08:07:00+00:00,14.0276,14.0276,14.01335,14.01335,0.0,0.0,0.0
2024-01-09 08:09:00+00:00,14.003,14.003,14.003,14.003,0.0,0.0,0.0
2024-01-09 08:10:00+00:00,14.001,14.0132,14.001,14.0132,0.0,0.0,0.0
2024-01-09 08:11:00+00:00,14.0225,14.0225,14.01045,14.0222,0.0,0.0,0.0
2024-01-09 08:12:00+00:00,14.0,14.0,13.99585,13.99585,0.0,0.0,0.0
2024-01-09 08:14:00+00:00,14.0257,14.0257,14.0015,14.0015,139.79939067,1.0,14.0257
2024-01-09 08:15:00+00:00,14.02,14.02,14.02,14.02,0.0,0.0,0.0
2024-01-09 08:16:00+00:00,14.05945,14.05945,14.052,14.052,0.0,0.0,0.0
2024-01-09 08:19:00+00:00,14.08025,14.08025,14.08025,14.08025,0.0,0.0,0.0
2024-01-09 08:21:00+00:00,14.108,14.108,14.0955,14.0955,0.0,0.0,0.0
2024-01-09 08:22:00+00:00,14.106,14.1108,14.106,14.1108,0.0,0.0,0.0
2024-01-09 08:23:00+00:00,14.11145,14.11145,14.11145,14.11145,0.0,0.0,0.0
2024-01-09 08:25:00+00:00,14.12255,14.12255,14.12255,14.12255,0.0,0.0,0.0
2024-01-09 08:26:00+00:00,14.14,14.151,14.14,14.151,0.0,0.0,0.0
2024-01-09 08:27:00+00:00,14.1514,14.1514,14.13935,14.13935,0.0,0.0,0.0
2024-01-09 08:28:00+00:00,14.13275,14.1385,14.13275,14.1385,0.0,0.0,0.0
2024-01-09 08:30:00+00:00,14.13035,14.14065,14.13035,14.14065,0.0,0.0,0.0
2024-01-09 08:31:00+00:00,14.1487,14.1487,14.1397,14.1397,0.0,0.0,0.0
2024-01-09 08:32:00+00:00,14.1285,14.1285,14.125,14.125,0.0,0.0,0.0
2024-01-09 08:33:00+00:00,14.09,14.09,14.09,14.09,0.0,0.0,0.0
2024-01-09 08:34:00+00:00,14.0755,14.0755,14.0755,14.0755,0.0,0.0,0.0
2024-01-09 08:35:00+00:00,14.0585,14.0585,14.0585,14.0585,0.0,0.0,0.0
2024-01-09 08:36:00+00:00,14.017,14.017,14.017,14.017,0.0,0.0,0.0
2024-01-09 08:38:00+00:00,13.9925,14.0435,13.9925,14.0304,0.0,0.0,0.0
2024-01-09 08:39:00+00:00,14.0289,14.0289,14.0289,14.0289,0.0,0.0,0.0
2024-01-09 08:40:00+00:00,14.02815,14.02935,14.02815,14.02935,0.0,0.0,0.0
2024-01-09 08:41:00+00:00,13.98905,14.0185,13.98655,14.0185,0.0,0.0,0.0
2024-01-09 08:42:00+00:00,14.0,14.01,13.993,13.993,0.0,0.0,0.0
2024-01-09 08:44:00+00:00,13.991,13.991,13.991,13.991,0.0,0.0,0.0
2024-01-09 08:45:00+00:00,13.99015,13.9986,13.9865,13.9865,0.0,0.0,0.0
2024-01-09 08:46:00+00:00,13.991,13.99625,13.988,13.99625,0.0,0.0,0.0
2024-01-09 08:47:00+00:00,13.98,13.9902,13.98,13.981,0.0,0.0,0.0
2024-01-09 08:48:00+00:00,13.973,13.973,13.973,13.973,0.0,0.0,0.0
2024-01-09 08:50:00+00:00,13.973,13.973,13.965,13.965,0.0,0.0,0.0
2024-01-09 08:52:00+00:00,13.95785,13.95785,13.95785,13.95785,0.0,0.0,0.0
2024-01-09 08:53:00+00:00,13.9597,13.9597,13.9597,13.9597,0.0,0.0,0.0
2024-01-09 08:54:00+00:00,13.931,13.931,13.9217,13.9217,0.0,0.0,0.0
2024-01-09 08:55:00+00:00,13.915,13.915,13.915,13.915,0.0,0.0,0.0
2024-01-09 08:56:00+00:00,13.9021,13.9297,13.9021,13.9297,0.0,0.0,0.0
2024-01-09 08:57:00+00:00,13.90765,13.911,13.90625,13.90625,0.0,0.0,0.0
2024-01-09 08:59:00+00:00,13.89,13.89,13.8885,13.8885,0.0,0.0,0.0
2024-01-09 09:00:00+00:00,13.8895,13.91355,13.8895,13.91355,0.0,0.0,0.0
2024-01-09 09:01:00+00:00,13.9196,13.91985,13.9196,13.91985,0.0,0.0,0.0
2024-01-09 09:02:00+00:00,13.9325,13.94,13.9325,13.93625,0.0,0.0,0.0
2024-01-09 09:03:00+00:00,13.93,13.93,13.93,13.93,0.0,0.0,0.0
2024-01-09 09:05:00+00:00,13.93955,13.93955,13.9275,13.9275,0.0,0.0,0.0
2024-01-09 09:06:00+00:00,13.906,13.91355,13.906,13.91355,0.0,0.0,0.0
