timestamp,open,high,low,close,volume,trade_count,vwap
2024-01-09 07:44:00+00:00,46847.035,46847.035,46847.035,46847.035,0.0,0.0,0.0
2024-01-09 07:45:00+00:00,46841.4175,46841.4175,46837.0,46837.0,0.0,0.0,0.0
2024-01-09 07:47:00+00:00,46874.6,46874.6,46851.85,46851.85,2.1373e-05,1.0,46874.6
2024-01-09 07:48:00+00:00,46828.25,46839.991,46828.25,46839.991,0.0,0.0,0.0
2024-01-09 07:49:00+00:00,46854.655,46857.05,46852.56,46857.05,0.0,0.0,0.0
2024-01-09 07:50:00+00:00,46893.7545,46893.7545,46893.7545,46893.7545,0.0,0.0,0.0
2024-01-09 07:53:00+00:00,46898.365,46898.365,46898.365,46898.365,0.0,0.0,0.0
2024-01-09 07:56:00+00:00,46886.75,46886.75,46860.0585,46860.0585,0.0,0.0,0.0
2024-01-09 07:58:00+00:00,46875.3715,46875.3715,46875.3715,46875.3715,0.0,0.0,0.0
2024-01-09 08:03:00+00:00,46816.758,46816.758,46809.5035,46809.5035,0.0,0.0,0.0
2024-01-09 08:05:00+00:00,46780.4,46780.4,46756.35,46756.35,0.0,0.0,0.0
2024-01-09 08:08:00+00:00,46734.94,46746.783,46733.6375,46746.783,0.0,0.0,0.0
2024-01-09 08:10:00+00:00,46738.838,46738.838,46738.838,46738.838,0.0,0.0,0.0
2024-01-09 08:11:00+00:00,46756.9825,46771.17,46756.9825,46771.17,0.0,0.0,0.0
2024-01-09 08:12:00+00:00,46776.883,46776.883,46776.883,46776.883,0.0,0.0,0.0
2024-01-09 08:15:00+00:00,46781.69,46781.69,46781.69,46781.69,0.0,0.0,0.0
2024-01-09 08:17:00+00:00,46793.35,46793.35,46793.35,46793.35,0.0,0.0,0.0
2024-01-09 08:18:00+00:00,46795.146,46795.146,46786.7,46786.7,0.0,0.0,0.0
2024-01-09 08:20:00+00:00,46794.522,46847.76,46794.522,46847.76,0.27629068,1.0,46800.0
2024-01-09 08:21:00+00:00,46867.3625,46867.3625,46867.3625,46867.3625,0.0,0.0,0.0
2024-01-09 08:22:00+00:00,46862.5,46869.6145,46862.5,46869.6145,0.0,0.0,0.0
2024-01-09 08:23:00+00:00,46918.3,46918.3,46883.007,46883.007,0.0001,1.0,46918.3
2024-01-09 08:24:00+00:00,46883.07,46893.815,46883.07,46887.465,0.0,0.0,0.0
2024-01-09 08:25:00+00:00,46882.769,46884.93,46882.769,46884.93,0.0,0.0,0.0
2024-01-09 08:26:00+00:00,46871.925,46881.295,46871.925,46881.295,0.0,0.0,0.0
2024-01-09 08:28:00+00:00,46855.745,46861.65,46854.026,46861.65,0.0,0.0,0.0
2024-01-09 08:29:00+00:00,46859.7365,46859.7365,46855.8,46855.8,0.0,0.0,0.0
2024-01-09 08:30:00+00:00,46875.755,46875.755,46874.6495,46874.6495,0.0,0.0,0.0
2024-01-09 08:31:00+00:00,46858.15,46858.15,46858.15,46858.15,0.0,0.0,0.0
2024-01-09 08:33:00+00:00,46834.341,46834.341,46834.341,46834.341,0.0,0.0,0.0
2024-01-09 08:34:00+00:00,46825.25,46825.25,46825.25,46825.25,0.0,0.0,0.0
2024-01-09 08:35:00+00:00,46794.43,46794.43,46761.4305,46761.4305,0.0,0.0,0.0
2024-01-09 08:37:00+00:00,46753.1695,46759.8,46753.1695,46759.8,0.0,0.0,0.0
2024-01-09 08:38:00+00:00,46753.1,46753.1,46748.6785,46748.6785,0.0,0.0,0.0
2024-01-09 08:40:00+00:00,46769.0785,46792.7,46765.2775,46765.2775,0.074964349,1.0,46792.7
